query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
6262,Dental Fluorosis,EFO:1000892,dental fluorosis,8414,1
6263,denture stomatitis,EFO:1000893,denture stomatitis,8415|8416,1
6264,dermoid cyst,EFO:1000894,dermoid cyst,8417,1
6265,desmoplastic small round cell tumor,EFO:1000895,desmoplastic small round cell tumor,8418|8419|8420,1
6266,Desmoplastic Small Round Cell Tumor,EFO:1000895,desmoplastic small round cell tumor,8421,1
6267,obsolete diabetic peripheral angiopathy,EFO:1000896,diabetic angiopathy,8422,1
6268,diabetic angiopathy,EFO:1000896,diabetic angiopathy,8423,1
6269,diabetic peripheral angiopathy,EFO:1000896,diabetic angiopathy,8424,1
6270,Diabetic Vascular Disorder,EFO:1000896,diabetic angiopathy,8425,1
6271,diabetic ketoacidosis,EFO:1000897,diabetic ketoacidosis,8426|8427,1
6272,diaphragmatic eventration,EFO:1000898,diaphragmatic eventration,8428|8430,1
6273,Brániční kýla,EFO:1000898,diaphragmatic eventration,8429,1
6274,Diaphragmatic Eventration,EFO:1000898,diaphragmatic eventration,8431,1
6275,diastolic heart failure,EFO:1000899,diastolic heart failure,8432|8433,1
6276,discitis,EFO:1000900,discitis,8434,1
6277,infectious discitis,EFO:1000900,discitis,8435,1
6278,discrete subaortic stenosis,EFO:1000901,discrete subaortic stenosis,8436|8437,1
6279,drug psychosis,EFO:1000902,drug psychosis,8438|8439,1
6280,obsolete drug-induced akathisia,EFO:1000903,drug-induced akathisia,8440,1
6281,drug-induced akathisia,EFO:1000903,drug-induced akathisia,8441,1
6282,obsolete drug-Induced dyskinesia,EFO:1000904,drug-Induced dyskinesia,8442,1
6283,drug-induced dyskinesia,EFO:1000904,drug-Induced dyskinesia,8443,1
6284,drug-induced hepatitis,EFO:1000905,drug-induced hepatitis,8444,1
6285,dry eye syndrome,EFO:1000906,dry eye syndrome,8445|8449,1
6286,keratoconjunctivitis sicca,EFO:1000906,dry eye syndrome,8446,1
6287,obsolete_keratoconjunctivitis sicca,EFO:1000906,dry eye syndrome,8447,1
6288,Göz kuruluğu,EFO:1000906,dry eye syndrome,8448,1
6289,Dry Eye Syndrome,EFO:1000906,dry eye syndrome,8450,1
6290,duodenal benign neoplasm,EFO:1000907,duodenal benign neoplasm,8451|8452,1
6291,benign duodenal neoplasm,EFO:1000907,duodenal benign neoplasm,8453,1
6292,Benign Duodenal Neoplasm,EFO:1000907,duodenal benign neoplasm,8454,1
6293,duodenal obstruction,EFO:1000908,duodenal obstruction,8455,1
6294,duodenogastric reflux,EFO:1000909,duodenogastric reflux,8456|8457,1
6295,obsolete dysplasia of cervix,EFO:1000910,dysplasia of cervix,8458,1
6296,dysplasia of cervix,EFO:1000910,dysplasia of cervix,8459,1
6297,obsolete dystocia,EFO:1000911,dystocia,8460,1
6298,dystocia,EFO:1000911,dystocia,8461,1
6299,eccrine acrospiroma,EFO:1000912,eccrine acrospiroma,8462|8463,1
6300,Poroma,EFO:1000912,eccrine acrospiroma,8464,1
6301,Nodular Hidradenoma,EFO:1000912,eccrine acrospiroma,8465,1
6302,Ehrlich tumor carcinoma,EFO:1000913,ehrlich tumor carcinoma,8466|8468,1
6303,ehrlich tumor carcinoma,EFO:1000913,ehrlich tumor carcinoma,8467,1
6304,empty sella syndrome,EFO:1000914,empty sella syndrome,8469|8470,1
6305,Empty Sella Syndrome,EFO:1000914,empty sella syndrome,8471,1
6306,encephalomalacia,EFO:1000915,encephalomalacia,8472|8473,1
6307,Encephalomalacia,EFO:1000915,encephalomalacia,8474,1
6308,endemic goiter,EFO:1000916,endemic goiter,8475|8476,1
6309,Endemic Goiter,EFO:1000916,endemic goiter,8477,1
6310,obsolete endocrine tuberculosis,EFO:1000917,endocrine tuberculosis,8478,1
6311,endocrine tuberculosis,EFO:1000917,endocrine tuberculosis,8479,1
6312,endolymphatic hydrops,EFO:1000918,endolymphatic hydrops,8480|8481,1
6313,endometrial stromal sarcoma,EFO:1000919,endometrial stromal sarcoma,8482|8483,1
6314,endometrioid stromal sarcoma,EFO:1000919,endometrial stromal sarcoma,8484,1
6315,Endometrioid Stromal Sarcoma,EFO:1000919,endometrial stromal sarcoma,8485,1
6316,endometrial stromal tumor,EFO:1000920,endometrial stromal tumor,8486|8487,1
6317,endomyocardial fibrosis,EFO:1000921,endomyocardial fibrosis,8488|8489,1
6318,Endomyocardial Fibrosis,EFO:1000921,endomyocardial fibrosis,8490,1
6319,obsolete enterotoxemia,EFO:1000922,enterotoxemia,8491,1
6320,enterotoxemia,EFO:1000922,enterotoxemia,8492,1
6321,epidural spinal canal neoplasm,EFO:1000923,epidural neoplasm,8493,1
6322,obsolete epilepsia partialis continua,EFO:1000924,epilepsia partialis continua,8494,1
6323,epilepsia partialis continua,EFO:1000924,epilepsia partialis continua,8495,1
6324,epithelioid and spindle cell nevus,EFO:1000925,epithelioid and spindle cell nevus,8496,1
6325,Mixed Epithelioid and Spindle Cell Melanoma,EFO:1000925,epithelioid and spindle cell nevus,8497,1
6326,Erdheim-Chester disease,EFO:1000926,Erdheim-Chester disease,8498|8499|8500,1
6327,Erdheim-Chester Disease,EFO:1000926,Erdheim-Chester disease,8501,1
6328,obsolete Erysipelothrix infectious disease,EFO:1000927,obsolete_Erysipelothrix infectious disease,8502,1
6329,erysipeloid,EFO:1000928,Erysipelothrix rhusiopathiae infectious disease,8503,1
6330,obsolete Erysipelothrix rhusiopathiae infectious disease,EFO:1000928,Erysipelothrix rhusiopathiae infectious disease,8504,1
6331,Erysipelothrix rhusiopathiae infectious disease,EFO:1000928,Erysipelothrix rhusiopathiae infectious disease,8505,1
6332,obsolete Escherichia coli meningitis,EFO:1000929,Escherichia coli meningitis,8506,1
6333,Escherichia coli meningitis,EFO:1000929,Escherichia coli meningitis,8507,1
6334,esophageal diverticulosis,EFO:1000930,esophageal diverticulosis,8508|8509,1
6335,euthyroid sick syndrome,EFO:1000931,euthyroid sick syndrome,8510|8511,1
6336,Sick Euthyroid Syndrome,EFO:1000931,euthyroid sick syndrome,8512,1
6337,extracutaneous mastocytoma,EFO:1000932,extracutaneous mastocytoma,8513|8514|8515,1
6338,Extracutaneous Mastocytoma,EFO:1000932,extracutaneous mastocytoma,8516,1
6339,extrahepatic cholestasis,EFO:1000933,extrahepatic cholestasis,8517|8518,1
6340,eyelid benign neoplasm,EFO:1000934,eyelid neoplasm,8519,1
6341,eyelid neoplasm,EFO:1000934,eyelid neoplasm,8520,1
6342,Eyelid Neoplasm,EFO:1000934,eyelid neoplasm,8521,1
6343,obsolete female genital tuberculosis,EFO:1000935,female genital tuberculosis,8522,1
6344,female genital tuberculosis,EFO:1000935,female genital tuberculosis,8523,1
6345,femoral neuropathy,EFO:1000936,femoral neuropathy,8524|8525,1
6346,Femoral Neuropathy,EFO:1000936,femoral neuropathy,8526,1
6347,fetal erythroblastosis,EFO:1000937,fetal erythroblastosis,8527|8528,1
6348,Hemolytic Disease of the Newborn,EFO:1000937,fetal erythroblastosis,8529,1
6349,obsolete fibromuscular dysplasia,EFO:1000938,fibromuscular dysplasia,8530,1
6350,fibromuscular dysplasia,EFO:1000938,fibromuscular dysplasia,8531,1
6351,Fibromuscular Dysplasia,EFO:1000938,fibromuscular dysplasia,8532,1
6352,freemartinism,EFO:1000939,freemartinism,8533|8534,1
6353,Frey syndrome,EFO:1000940,Frey Syndrome,8535|8536,1
6354,frozen shoulder,EFO:1000941,frozen shoulder,8537|8538,1
6355,fungal meningitis,EFO:1000942,fungal meningitis,8539|8540,1
6356,obsolete Fusobacterium infectious disease,EFO:1000943,Fusobacterium infectious disease,8541,1
6357,Fusobacterium infectious disease,EFO:1000943,Fusobacterium infectious disease,8542,1
6358,gait apraxia,EFO:1000944,gait apraxia,8543|8544,1
6359,gastric antral vascular ectasia,EFO:1000945,gastric antral vascular ectasia,8545|8546,1
6360,Gastric Antral Vascular Ectasia,EFO:1000945,gastric antral vascular ectasia,8547,1
6361,gastric mucosal hypertrophy,EFO:1000946,gastric mucosal hypertrophy,8548|8549,1
6362,Giant Hypertrophic Gastritis,EFO:1000946,gastric mucosal hypertrophy,8550,1
6363,gastroparesis,EFO:1000948,gastroparesis,8552|8554,1
6364,Gastroparese,EFO:1000948,gastroparesis,8553,1
6365,gastroschisis,EFO:1000949,gastroschisis,8555|8556,1
6366,Gastroschisis,EFO:1000949,gastroschisis,8557,1
6367,giant cell reparative granuloma,EFO:1000950,giant cell reparative granuloma,8558|8559|8560,1
6368,Giant Cell Lesion of Small Bones,EFO:1000950,giant cell reparative granuloma,8561,1
6369,glossitis,EFO:1000951,glossitis,8562|8563,1
6370,glycogen storage disease VIII,EFO:1000952,glycogen storage disease VIII,8564,1
6371,gonadal tissue neoplasm,EFO:1000953,gonadal tissue neoplasm,8565|8566,1
6372,obsolete habitual abortion,EFO:1000954,habitual abortion,8567,1
6373,habitual spontaneous abortion,EFO:1000954,habitual abortion,8568,1
6374,haemophilus meningitis,EFO:1000955,Haemophilus influenzae meningitis,8569|8571,1
6375,obsolete Haemophilus influenzae meningitis,EFO:1000955,Haemophilus influenzae meningitis,8570,1
6376,hairy cell leukemia,EFO:1000956,hairy cell leukemia,8572|8573|8574,1
6377,Hairy Cell Leukemia,EFO:1000956,hairy cell leukemia,8575,1
6378,hairy tongue,EFO:1000957,hairy tongue,8576|8577,1
6379,Hairy Tongue,EFO:1000957,hairy tongue,8578,1
6380,halo nevus,EFO:1000958,halo nevus,8579|8580,1
6381,Halo Nevus,EFO:1000958,halo nevus,8581,1
6382,heart aneurysm,EFO:1000959,heart aneurysm,8582|8583,1
6383,obsolete heartwater disease,EFO:1000960,heartwater disease,8584,1
6384,obsolete Helicobacter pylori infectious disease,EFO:1000961,Helicobacter pylori infectious disease,8585,1
6385,Helicobacter pylori infectious disease,EFO:1000961,Helicobacter pylori infectious disease,8586,1
6386,hemometra,EFO:1000962,hemometra,8587|8588,1
6387,hemopneumothorax,EFO:1000963,hemopneumothorax,8589|8590,1
6388,obsolete hemorrhagic disease of newborn,EFO:1000964,hemorrhagic disease of newborn,8591,1
6389,hemorrhagic disease of newborn,EFO:1000964,hemorrhagic disease of newborn,8592,1
6390,Hemorrhagic Disease of Newborn,EFO:1000964,hemorrhagic disease of newborn,8593,1
6391,Henoch-Schoenlein purpura,EFO:1000965,Henoch-Schoenlein purpura,8594,1
6392,Budd-Chiari syndrome,EFO:1000966,hepatic vein thrombosis,8595,1
6393,hepatic vein thrombosis,EFO:1000966,hepatic vein thrombosis,8596,1
6394,hidrocystoma,EFO:1000967,hidrocystoma,8597|8598|8599,1
6395,Hidrocystoma,EFO:1000967,hidrocystoma,8600,1
6396,hydrophthalmos,EFO:1000968,hydrophthalmos,8601|8602,1
6397,obsolete hyperamylasemia,EFO:1000969,hyperamylasemia,8603,1
6398,hyperamylasemia,EFO:1000969,hyperamylasemia,8604,1
6399,hypercementosis,EFO:1000970,hypercementosis,8605|8606,1
6400,obsolete hyperemesis gravidarum,EFO:1000971,hyperemesis gravidarum,8607,1
6401,Hiperemesis gravídica,EFO:1000971,hyperemesis gravidarum,8608,1
6402,hyperemesis gravidarum,EFO:1000971,hyperemesis gravidarum,8609,1
6403,hyperglobulinemic purpura,EFO:1000972,hyperglobulinemic purpura,8610|8611,1
6404,hyperpituitarism,EFO:1000973,hyperpituitarism,8612|8613,1
6405,hypersensitivity vasculitis,EFO:1000974,hypersensitivity vasculitis,8614|8615,1
6406,Leukocytoclastic Vasculitis,EFO:1000974,hypersensitivity vasculitis,8616,1
6407,hypersplenism,EFO:1000975,hypersplenism,8617|8619,1
6408,Hiperesplenismo,EFO:1000975,hypersplenism,8618,1
6409,Hypersplenism,EFO:1000975,hypersplenism,8620,1
6410,hypertensive encephalopathy,EFO:1000976,hypertensive encephalopathy,8621|8622,1
6411,Hypertensive Encephalopathy,EFO:1000976,hypertensive encephalopathy,8623,1
6412,hypertensive retinopathy,EFO:1000977,hypertensive retinopathy,8624|8625,1
6413,Hypertensive Retinopathy,EFO:1000977,hypertensive retinopathy,8626,1
6414,hypervitaminosis A,EFO:1000978,hypervitaminosis A,8627|8628,1
6415,hypothalamic neoplasm,EFO:1000979,hypothalamic neoplasm,8629|8630|8631,1
6416,Hypothalamic Neoplasm,EFO:1000979,hypothalamic neoplasm,8632,1
6417,ideomotor apraxia,EFO:1000980,ideomotor apraxia,8633|8634,1
6418,benign ileal neoplasm,EFO:1000981,ileal neoplasm,8635,1
6419,ileal neoplasm,EFO:1000981,ileal neoplasm,8636|8637,1
6420,Ileal Neoplasm,EFO:1000981,ileal neoplasm,8638,1
6421,inappropriate ADH syndrome,EFO:1000982,inappropriate ADH syndrome,8639|8640,1
6422,Syndrome of Inappropriate Antidiuretic Hormone Secretion,EFO:1000982,inappropriate ADH syndrome,8641,1
6423,inferior myocardial infarction,EFO:1000983,inferior myocardial infarction,8642|8643,1
6424,inflammatory breast carcinoma,EFO:1000984,inflammatory breast carcinoma,8644|8645|8646,1
6425,Breast Inflammatory Carcinoma,EFO:1000984,inflammatory breast carcinoma,8647,1
6426,intermediate coronary syndrome,EFO:1000985,intermediate coronary syndrome,8648|8649,1
6427,intermediate uveitis,EFO:1000986,intermediate uveitis,8650|8652,1
6428,Intermediaire uveïtis,EFO:1000986,intermediate uveitis,8651,1
6429,Intermediate Uveitis,EFO:1000986,intermediate uveitis,8653,1
6430,intestinal perforation,EFO:1000987,intestinal perforation,8654|8655,1
6431,Intestinal Perforation,EFO:1000987,intestinal perforation,8656,1
6432,obsolete intestinal pseudo-obstruction,EFO:1000988,intestinal pseudo-obstruction,8657,1
6433,intestinal volvulus,EFO:1000989,intestinal volvulus,8658,1
6434,intracranial arterial disease,EFO:1000990,intracranial arterial disease,8659|8660,1
6435,intracranial embolism,EFO:1000991,intracranial embolism,8661|8662,1
6436,intracranial hypertension,EFO:1000992,intracranial hypertension,8663|8664,1
6437,intracranial hypotension,EFO:1000993,intracranial hypotension,8665|8666,1
6438,intracranial vasospasm,EFO:1000994,intracranial vasospasm,8667|8668,1
6439,intradermal nevus,EFO:1000995,intradermal nevus,8669|8670,1
6440,Dermal Nevus,EFO:1000995,intradermal nevus,8671,1
6441,iris cancer,EFO:1000996,iris cancer,8672,1
6442,iritis,EFO:1000997,iritis,8673|8675,1
6443,Gözbebeği iltihabı,EFO:1000997,iritis,8674,1
6444,Iritis,EFO:1000997,iritis,8676,1
6445,jejunal cancer,EFO:1000998,jejunal cancer,8677|8678|8679,1
6446,arthropathy,EFO:1000999,joint disease,8680|8681,1
6447,Arthropathy,EFO:1000999,joint disease,8682,1
6448,parosteal osteosarcoma,EFO:1001000,juxtacortical osteosarcoma,8683,1
6449,juxtacortical osteosarcoma,EFO:1001000,juxtacortical osteosarcoma,8684|8685,1
6450,Parosteal Osteosarcoma,EFO:1001000,juxtacortical osteosarcoma,8686,1
6451,kernicterus,EFO:1001002,kernicterus,8687,1
6452,kidney cortex necrosis,EFO:1001003,kidney cortex necrosis,8688|8689,1
6453,kidney papillary necrosis,EFO:1001004,kidney papillary necrosis,8690|8691,1
6454,Klatskin's tumor,EFO:1001005|EFO:1001959,Klatskin's tumor|hilar cholangiocarcinoma,8692|9836|9838,2
6455,Klinefelter syndrome,EFO:1001006,Klinefelter's syndrome,8693|8694,1
6456,Klinefelter Syndrome,EFO:1001006,Klinefelter's syndrome,8695,1
6457,krebs 2 carcinoma,EFO:1001007,krebs 2 carcinoma,8696,1
6458,Krebs 2 carcinoma,EFO:1001007,krebs 2 carcinoma,8697,1
6459,kuru,EFO:1001008,kuru,8698|8699,1
6460,kwashiorkor,EFO:1001009,kwashiorkor,8700|8701,1
6461,Landau-Kleffner syndrome,EFO:1001010,Landau-Kleffner syndrome,8702|8703,1
6462,Landau-Kleffner Syndrome,EFO:1001010,Landau-Kleffner syndrome,8704,1
6463,lateral medullary syndrome,EFO:1001011,lateral medullary syndrome,8705|8706,1
6464,Lateral Medullary Syndrome,EFO:1001011,lateral medullary syndrome,8707,1
6465,obsolete leptomeningeal metastases,EFO:1001012,leptomeningeal metastasis,8708,1
6466,lethal midline granuloma,EFO:1001013,lethal midline granuloma,8709,1
6467,nasal cavity and paranasal sinus lethal midline granuloma,EFO:1001013,lethal midline granuloma,8710,1
6468,Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma,EFO:1001013,lethal midline granuloma,8711,1
6469,leukemoid reaction,EFO:1001014,leukemoid reaction,8712|8713,1
6470,leukoplakia of penis,EFO:1001015,leukoplakia of penis,8714|8715,1
6471,Penile Leukoplakia,EFO:1001015,leukoplakia of penis,8716,1
6472,leukostasis,EFO:1001016,leukostasis,8717|8718,1
6473,limited scleroderma,EFO:1001017,limited scleroderma,8719,1
6474,lingual goiter,EFO:1001018,lingual goiter,8720|8721,1
6475,lip cancer,EFO:1001019,lip cancer,8722|8723|8724,1
6476,Malignant Lip Neoplasm,EFO:1001019,lip cancer,8725,1
6477,lipoid nephrosis,EFO:1001020,lipoid nephrosis,8726|8727,1
6478,Minimal Change Glomerulonephritis,EFO:1001020,lipoid nephrosis,8728,1
6479,Listeria meningitis,EFO:1001021,Listeria meningitis,8729|8730,1
6480,low tension glaucoma,EFO:1001022,low tension glaucoma,8731|8732,1
6481,obsolete lupus vulgaris,EFO:1001023,lupus vulgaris,8733,1
6482,lupus vulgaris,EFO:1001023,lupus vulgaris,8734,1
6483,Lutembacher's syndrome,EFO:1001024,Lutembacher's syndrome,8735,1
6484,Lutembacher syndrome,EFO:1001024,Lutembacher's syndrome,8736,1
6485,obsolete lymphangiectasis,EFO:1001025,lymphangiectasis,8737,1
6486,lymphangiectasis,EFO:1001025,lymphangiectasis,8738,1
6487,Lymphangiectasia,EFO:1001025,lymphangiectasis,8739,1
6488,lymphangioendothelioma,EFO:1001026,lymphangioendothelioma,8740|8741,1
6489,Acquired Progressive Lymphangioma,EFO:1001026,lymphangioendothelioma,8742,1
6490,lymphangiomyoma,EFO:1001027,lymphangiomyoma,8743|8744,1
6491,Lymphangioleiomyoma,EFO:1001027,lymphangiomyoma,8745,1
6492,macular holes,EFO:1001028,macular holes,8746|8747,1
6493,Macular Hole,EFO:1001028,macular holes,8748,1
6494,obsolete magnesium deficiency,EFO:1001029,magnesium deficiency,8749,1
6495,magnesium deficiency,EFO:1001029,magnesium deficiency,8750,1
6496,obsolete male genital tuberculosis,EFO:1001030,male genital tuberculosis,8751,1
6497,male genital tuberculosis,EFO:1001030,male genital tuberculosis,8752,1
6498,malignant hypertension,EFO:1001031,malignant hypertension,8753|8754,1
6499,malignant lymphatic vessel tumor,EFO:1001032,malignant lymphatic vessel tumor,8755|8756,1
6500,marasmus,EFO:1001033,marasmus,8757|8758,1
6501,mastitis,EFO:1001034,mastitis,8759|8760,1
6502,Mastitis,EFO:1001034,mastitis,8761,1
6503,maxillary sinus benign neoplasm,EFO:1001035,maxillary sinus neoplasm,8762,1
6504,maxillary sinus neoplasm,EFO:1001035,maxillary sinus neoplasm,8763|8764,1
6505,Maxillary Sinus Neoplasm,EFO:1001035,maxillary sinus neoplasm,8765,1
6506,Meckel's diverticulum,EFO:1001036,Meckel's diverticulum,8766,1
6507,Meckel diverticulum,EFO:1001036,Meckel's diverticulum,8767,1
6508,Meckel Diverticulum,EFO:1001036,Meckel's diverticulum,8768,1
6509,meconium aspiration syndrome,EFO:1001037,meconium aspiration syndrome,8769|8770,1
6510,Meconium Aspiration Syndrome,EFO:1001037,meconium aspiration syndrome,8771,1
6511,melanotic neuroectodermal tumor,EFO:1001038,melanotic neuroectodermal tumor,8772,1
6512,Melkersson-Rosenthal syndrome,EFO:1001039,Melkersson-Rosenthal syndrome,8773|8774,1
6513,Melkersson-Rosenthal Syndrome,EFO:1001039,Melkersson-Rosenthal syndrome,8775,1
6514,meningococcal meningitis,EFO:1001040,meningococcal meningitis,8776|8778,1
6515,obsolete meningococcal meningitis,EFO:1001040,meningococcal meningitis,8777,1
6516,mesenchymal chondrosarcoma,EFO:1001041,mesenchymal chondrosarcoma,8779|8780|8781,1
6517,Mesenchymal Chondrosarcoma,EFO:1001041,mesenchymal chondrosarcoma,8782,1
6518,mesenchymoma,EFO:1001042,mesenchymoma,8783|8784|8785,1
6519,Mesenchymoma,EFO:1001042,mesenchymoma,8786,1
6520,mesenteric vascular occlusion,EFO:1001043,mesenteric vascular occlusion,8787|8788,1
6521,mesothelial neoplasm,EFO:1001044,mesothelial neoplasm,8789|8790,1
6522,Mesothelial Neoplasm,EFO:1001044,mesothelial neoplasm,8791,1
6523,middle cerebral artery infarction,EFO:1001045,middle cerebral artery infarction,8792|8793,1
6524,Moebius syndrome,EFO:1001046,obsolete_Mobius syndrome,8794,1
6525,mouth disease,EFO:1001047,mouth disease,8795,1
6526,mouth disorder,EFO:1001047,mouth disease,8796,1
6527,Oral Disorder,EFO:1001047,mouth disease,8797,1
6528,mucinous cystadenoma,EFO:1001048,mucinous cystadenoma,8798|8799,1
6529,Mucinous Cystadenoma,EFO:1001048,mucinous cystadenoma,8800,1
6530,obsolete mucoepidermoid tumor,EFO:1001049,obsolete_mucoepidermoid tumor,8801,1
6531,Multiple System Atrophy,EFO:1001050,multiple system atrophy,8804,1
6532,mycosis fungoides,EFO:1001051,mycosis fungoides,8805|8806|8807,1
6533,Mycosis Fungoides,EFO:1001051,mycosis fungoides,8808,1
6534,myeloid sarcoma,EFO:1001052,myeloid sarcoma,8809|8810|8811,1
6535,Myeloid Sarcoma,EFO:1001052,myeloid sarcoma,8812,1
6536,myoclonic cerebellar dyssynergia,EFO:1001053,myoclonic cerebellar dyssynergia,8813|8814,1
6537,myofascial pain syndrome,EFO:1001054,myofascial pain syndrome,8815|8816,1
6538,myxedema,EFO:1001055,myxedema,8817|8818,1
6539,Myxedema,EFO:1001055,myxedema,8819,1
6540,myxosarcoma,EFO:1001056,myxosarcoma,8820|8821|8822,1
6541,Myxosarcoma,EFO:1001056,myxosarcoma,8823,1
6542,necrotizing sialometaplasia,EFO:1001057,necrotizing sialometaplasia,8824|8825,1
6543,necrotizing ulcerative gingivitis,EFO:1001058,necrotizing ulcerative gingivitis,8826|8827,1
6544,Necrotizing Ulcerative Gingivitis,EFO:1001058,necrotizing ulcerative gingivitis,8828,1
6545,neonatal myasthenia gravis,EFO:1001059,neonatal myasthenia gravis,8829|8830,1
6546,neovascular glaucoma,EFO:1001060,neovascular glaucoma,8831|8832,1
6547,neurogenic bowel,EFO:1001061,neurogenic bowel,8833|8834,1
6548,nodular goiter,EFO:1001062,nodular goiter,8835|8837,1
6549,Bocio nodular,EFO:1001062,nodular goiter,8836,1
6550,Nodular Goiter,EFO:1001062,nodular goiter,8838,1
6551,noma,EFO:1001063,noma,8839|8840,1
6552,Gangrenous Stomatitis,EFO:1001063,noma,8841,1
6553,non-gestational choriocarcinoma,EFO:1001064,non-gestational choriocarcinoma,8842|8843|8844,1
6554,normal pressure hydrocephalus,EFO:1001065,normal pressure hydrocephalus,8845|8846,1
6555,nut allergy,EFO:1001066,nut allergic reaction,8847,1
6556,nutritional deficiency disease,EFO:1001067,nutritional deficiency disease,8848|8849,1
6557,Malnutrition,EFO:1001067,nutritional deficiency disease,8850,1
6558,obstructive jaundice,EFO:1001068,obstructive jaundice,8851|8852,1
6559,ocular hypertension,EFO:1001069,ocular hypertension,8853|8854,1
6560,ocular tuberculosis,EFO:1001070,ocular tuberculosis,8855|8857,1
6561,obsolete ocular tuberculosis,EFO:1001070,ocular tuberculosis,8856,1
6562,oophoritis,EFO:1001071,oophoritis,8858|8859,1
6563,obsolete opportunistic Moraxellaceae infectious disease,EFO:1001072,opportunistic Moraxellaceae infectious disease,8860,1
6564,Moraxellaceae infectious disease,EFO:1001072,opportunistic Moraxellaceae infectious disease,8861,1
6565,optic nerve neoplasm,EFO:1001073,optic nerve neoplasm,8862|8863,1
6566,Optic Nerve Neoplasm,EFO:1001073,optic nerve neoplasm,8864,1
6567,optic papillitis,EFO:1001074,optic papillitis,8865|8866,1
6568,oral leukoedema,EFO:1001075,oral leukoedema,8867|8868,1
6569,orbital cellulitis,EFO:1001076,orbital cellulitis,8869|8870,1
6570,Orbital Cellulitis,EFO:1001076,orbital cellulitis,8871,1
6571,orbital plasma cell granuloma,EFO:1001077,orbital plasma cell granuloma,8872,1
6572,orchitis,EFO:1001078,orchitis,8873|8875,1
6573,Orchite,EFO:1001078,orchitis,8874,1
6574,Orchitis,EFO:1001078,orchitis,8876,1
6575,oxyphilic adenoma,EFO:1001079,oxyphilic adenoma,8877,1
6576,oncocytic adenoma,EFO:1001079,oxyphilic adenoma,8878,1
6577,Oncocytic Adenoma,EFO:1001079,oxyphilic adenoma,8879,1
6578,Pancoast tumor,EFO:1001080,Pancoast tumor,8880|8881,1
6579,malignant superior sulcus neoplasm,EFO:1001080,Pancoast tumor,8882,1
6580,Pancoast Syndrome,EFO:1001080,Pancoast tumor,8883,1
6581,Malignant Superior Sulcus Neoplasm,EFO:1001080,Pancoast tumor,8884,1
6582,panophthalmitis,EFO:1001081,panophthalmitis,8885|8886,1
6583,panuveitis,EFO:1001082,panuveitis,8887|8889,1
6584,Panuveitida,EFO:1001082,panuveitis,8888,1
6585,Panuveitis,EFO:1001082,panuveitis,8890,1
6586,papillary follicular thyroid adenocarcinoma,EFO:1001083,papillary follicular thyroid adenocarcinoma,8891|8892,1
6587,thyroid gland papillary and follicular carcinoma,EFO:1001083,papillary follicular thyroid adenocarcinoma,8893,1
6588,Thyroid Gland Papillary and Follicular Carcinoma,EFO:1001083,papillary follicular thyroid adenocarcinoma,8894,1
6589,parametritis,EFO:1001084,parametritis,8895|8896,1
6590,paraneoplastic polyneuropathy,EFO:1001085,paraneoplastic polyneuropathy,8897|8898,1
6591,Paraneoplastic Polyneuropathy,EFO:1001085,paraneoplastic polyneuropathy,8899,1
6592,paraphimosis,EFO:1001086,paraphimosis,8900|8901,1
6593,Paraphimosis,EFO:1001086,paraphimosis,8902,1
6594,parathyroid adenoma,EFO:1001087,parathyroid adenoma,8903|8904,1
6595,Adenoma de paratiroides,EFO:1001087,parathyroid adenoma,8905,1
6596,parathyroid gland adenoma,EFO:1001087,parathyroid adenoma,8906,1
6597,Parathyroid Gland Adenoma,EFO:1001087,parathyroid adenoma,8907|8908,1
6598,pars planitis,EFO:1001088,pars planitis,8909|8910,1
6599,Pars Planitis,EFO:1001088,pars planitis,8911,1
6600,partial motor epilepsy,EFO:1001089,partial motor epilepsy,8912|8913,1
6601,partial sensory epilepsy,EFO:1001090,partial sensory epilepsy,8914|8915,1
6602,obsolete Pasteurella hemorrhagic septicemia,EFO:1001091,Pasteurella hemorrhagic septicemia,8916,1
6603,Pasteurella hemorrhagic septicemia,EFO:1001091,Pasteurella hemorrhagic septicemia,8917,1
6604,patellofemoral pain syndrome,EFO:1001092,patellofemoral pain syndrome,8918|8919,1
6605,Pelger-Huet anomaly,EFO:1001093,Pelger-Huet anomaly,8920|8921,1
6606,Pelger-Huet Anomaly,EFO:1001093,Pelger-Huet anomaly,8922,1
6607,penile benign neoplasm,EFO:1001094,penile neoplasm,8923,1
6608,penile neoplasm,EFO:1001094,penile neoplasm,8924|8925,1
6609,Penile Neoplasm,EFO:1001094,penile neoplasm,8926,1
6610,peptic esophagitis,EFO:1001095,peptic esophagitis,8927|8928,1
6611,periapical granuloma,EFO:1001096,periapical granuloma,8929|8930,1
6612,periarthritis,EFO:1001097,periarthritis,8931|8932,1
6613,pericoronitis,EFO:1001098,pericoronitis,8933|8934,1
6614,perinephritis,EFO:1001099,perinephritis,8935|8936,1
6615,peritoneal neoplasm,EFO:1001100,peritoneal neoplasm,8937|8938,1
6616,Peritoneal Neoplasm,EFO:1001100,peritoneal neoplasm,8939,1
6617,periventricular leukomalacia,EFO:1001101,periventricular leukomalacia,8940|8941,1
