query_id,query,predicted_code,predicted_label,gold_codes,graph_relationship,graph_matched_gold_code,graph_shared_parent_code,graph_prediction_found,graph_gold_found,note
716,trapped nerve/compressed nerve,EFO:0009487,nerve compression syndrome,EFO:0009487,Same,EFO:0009487,,True,True,
717,diabetic eye disease,EFO:0009486,diabetic eye disease,EFO:0009486,Same,EFO:0009486,,True,True,
718,eye trauma,EFO:0009485,eye injury,EFO:0009485,Same,EFO:0009485,,True,True,
719,back problem,MONDO:0000812,vertebral column disorder,HP:0003418,Unrelated,,,True,True,
720,uterine polyps,EFO:0009484,uterine polyp,EFO:0009484,Same,EFO:0009484,,True,True,
721,allergy or anaphylactic reaction to drug,EFO:0009482,drug allergy,EFO:0009482,Same,EFO:0009482,,True,True,
722,enlarged prostate,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
723,burns,EFO:0009516,burn,EFO:0009516,Same,EFO:0009516,,True,True,
724,nasal/sinus disorder,EFO:0009481,paranasal sinus disease,EFO:0009481,Same,EFO:0009481,,True,True,
725,throat or larynx disorder,EFO:0009479,throat disease,EFO:0009479,Same,EFO:0009479,,True,True,
726,vocal cord polyp,EFO:0009478,vocal cord polyp,EFO:0009478,Same,EFO:0009478,,True,True,
727,other neurological problem,EFO:0000618,nervous system disease,EFO:0000618,Same,EFO:0000618,,True,True,
728,clotting disorder/excessive bleeding,EFO:0009314,blood coagulation disease,EFO:0009314,Same,EFO:0009314,,True,True,
729,disc problem,HP:0008419,Intervertebral disc degeneration,EFO:0009477,Unrelated,,,True,True,
730,cervical polyps,EFO:0009475,cervical polyp,EFO:0009475,Same,EFO:0009475,,True,True,
731,abnormal smear (cervix),EFO:0009511,abnormal PAP smear,EFO:0009511,Same,EFO:0009511,,True,True,
732,benign breast lump,HP:0032408,Breast mass,EFO:0003014,Unrelated,,,True,True,
733,Perineal_laceration_during_delivery,EFO:0009816,perineal laceration during delivery,EFO:0009816,Same,EFO:0009816,,True,True,
734,Intrauterine_hypoxia,EFO:1001793,fetal hypoxia,EFO:1001793,Same,EFO:1001793,,True,True,
735,Abnormal_serum_enzyme_levels,EFO:0009826,abnormality of serum enzyme levels,EFO:0009826,Same,EFO:0009826,,True,True,
736,Injury_of_other_intrathoracic_organs,EFO:0009887,intrathoracic organ injury,EFO:0009887,Same,EFO:0009887,,True,True,
737,Other_fluke_infections,EFO:1001438,Trematode Infections,EFO:1001342,Sibling,EFO:1001342,EFO:0001067,True,True,
738,Hereditary_ataxia,EFO:0009671,hereditary ataxia,EFO:0009671,Same,EFO:0009671,,True,True,
739,Mycetoma,EFO:0007265,eumycotic mycetoma,EFO:0007265,Same,EFO:0007265,,True,True,
740,Viral_warts,EFO:0009662,common wart,EFO:0009662,Same,EFO:0009662,,True,True,
741,Convalescence,EFO:0009630,convalescence,EFO:0009630,Same,EFO:0009630,,True,True,
742,Other_disorders_of_nervous_system,EFO:0000618,nervous system disease,EFO:0000618,Same,EFO:0000618,,True,True,
743,Hypertensive_renal_disease,MONDO:0024633,hypertensive nephropathy,EFO:1002039,Unrelated,,,True,True,
744,Headache,HP:0002315,Headache,HP:0002315,Same,HP:0002315,,True,True,
745,Fever of unknown origin,EFO:0003952,fever of unknown origin,EFO:0003952,Same,EFO:0003952,,True,True,
746,Dysphagia,HP:0002015,Dysphagia,HP:0002015,Same,HP:0002015,,True,True,
747,Cough,HP:0012735,Cough,HP:0012735,Same,HP:0012735,,True,True,
748,Other arthritis,EFO:0005856,arthritis,EFO:0005856,Same,EFO:0005856,,True,True,
749,Systemic lupus erythematosus,MONDO:0007915,systemic lupus erythematosus,EFO:0002690,Unrelated,,,True,True,
750,Systemic sclerosis,EFO:0000717,systemic scleroderma,EFO:0000717,Same,EFO:0000717,,True,True,
751,Psoriasis,EFO:0000676,psoriasis,EFO:0000676,Same,EFO:0000676,,True,True,
752,Other disorders of pigmentation,EFO:1000755,pigmentation disease,EFO:1000755,Same,EFO:1000755,,True,True,
753,"Ulcer of lower limb, not elsewhere classified",EFO:0007068,ulcer of lower limb,EFO:0007068,Same,EFO:0007068,,True,True,
754,Dyspepsia,EFO:0008533,dyspepsia,EFO:0008533,Same,EFO:0008533,,True,True,
755,Inguinal hernia,HP:0000023,Inguinal hernia,HP:0000023,Same,HP:0000023,,True,True,
756,"Bacterial pneumonia, not elsewhere classified",EFO:1001272,bacterial pneumonia,EFO:1001272,Same,EFO:1001272,,True,True,
757,"Pneumonia, organism unspecified",EFO:0003106,pneumonia,EFO:0003106,Same,EFO:0003106,,True,True,
758,Nasal polyp,EFO:1000391,Nasal Cavity Polyp,EFO:1000391,Same,EFO:1000391,,True,True,
759,Peritonsillar abscess,EFO:0007429,peritonsillar abscess,EFO:0007429,Same,EFO:0007429,,True,True,
760,Emphysema,EFO:0000464,emphysema,EFO:0000464,Same,EFO:0000464,,True,True,
761,Other chronic obstructive pulmonary disease,EFO:0000341,chronic obstructive pulmonary disease,EFO:0000341,Same,EFO:0000341,,True,True,
762,Asthma,MONDO:0004979,asthma,EFO:0000270,Unrelated,,,True,True,
763,Bronchiectasis,MONDO:0004822,bronchiectasis,HP:0002110,Unrelated,,,True,True,
764,Other interstitial pulmonary diseases,EFO:0004244,interstitial lung disease,EFO:0004244,Same,EFO:0004244,,True,True,
765,Other respiratory disorders,EFO:0000684,respiratory system disease,EFO:0000684,Same,EFO:0000684,,True,True,
766,Bipolar affective disorder,MONDO:0004985,bipolar disorder,EFO:0000289,Unrelated,,,True,True,
767,"Sexual dysfunction, not caused by organic disorder or disease",MONDO:0002134,physiological sexual disorder,EFO:0004714,Unrelated,,,True,True,
768,Other hypothyroidism,EFO:0004705,hypothyroidism,EFO:0004705,Same,EFO:0004705,,True,True,
769,Melanoma in situ,MONDO:0004641,skin carcinoma in situ,EFO:0004957,Unrelated,,,True,True,
770,Benign neoplasm of ovary,EFO:1000116,Benign Ovarian Neoplasm,EFO:1000116,Same,EFO:1000116,,True,True,
771,Benign neoplasm of thyroid gland,EFO:1000122,Benign Thyroid Gland Neoplasm,EFO:1000122,Same,EFO:1000122,,True,True,
772,Polycythaemia vera,EFO:0002429,polycythemia vera,EFO:0002429,Same,EFO:0002429,,True,True,
773,Myelodysplastic syndromes,EFO:0000198,myelodysplastic syndrome,EFO:0000198,Same,EFO:0000198,,True,True,
774,Malignant neoplasm of colon,EFO:1001950,colon carcinoma,EFO:1001950,Same,EFO:1001950,,True,True,
775,Malignant neoplasm of larynx,EFO:1000354,Malignant Laryngeal Neoplasm,EFO:1000354,Same,EFO:1000354,,True,True,
776,Mesothelioma,EFO:0000588,mesothelioma,EFO:0000588,Same,EFO:0000588,,True,True,
777,Hodgkin's disease,EFO:0000183,Hodgkins lymphoma,EFO:0000183,Same,EFO:0000183,,True,True,
778,Lymphoid leukaemia,EFO:0004289,lymphoid leukemia,EFO:0004289,Same,EFO:0004289,,True,True,
779,Myeloid leukaemia,MONDO:0004643,myeloid leukemia,EFO:0000222,More General,EFO:0000222,,True,True,
780,Other disorders of bladder,EFO:1000018,bladder disease,EFO:1000018,Same,EFO:1000018,,True,True,
781,Other inflammation of vagina and vulva,EFO:1001240,vulvovaginitis,EFO:0005757,Unrelated,,,True,True,
782,Other rheumatoid arthritis,EFO:0000685,rheumatoid arthritis,EFO:0000685,Same,EFO:0000685,,True,True,
783,"Other joint disorders, not elsewhere classified",EFO:1000999,joint disease,EFO:1000999,Same,EFO:1000999,,True,True,
784,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",EFO:0010285,integumentary system disease,EFO:0000701,More General,EFO:0000701,,True,True,
785,Other aneurysm,EFO:0009659,aneurysm,EFO:0009659,Same,EFO:0009659,,True,True,
786,Other hearing loss,EFO:0004238,hearing loss,EFO:0004238,Same,EFO:0004238,,True,True,
787,Acute and transient psychotic disorders,EFO:0005407,psychosis,EFO:0005940,Unrelated,,,True,True,
788,Other anxiety disorders,EFO:0006788,anxiety disorder,EFO:0006788,Same,EFO:0006788,,True,True,
789,Other disorders of thyroid,EFO:1000627,thyroid disease,EFO:1000627,Same,EFO:1000627,,True,True,
790,Neoplasm of uncertain or unknown behaviour of female genital organs,EFO:1001331,"Genital neoplasm, female",EFO:1001331,Same,EFO:1001331,,True,True,
791,Neoplasm of uncertain or unknown behaviour of endocrine glands,EFO:0003769,endocrine neoplasm,EFO:0003769,Same,EFO:0003769,,True,True,
792,Malignant neoplasm of tonsil,EFO:1001214,tonsil cancer,EFO:1001214,Same,EFO:1001214,,True,True,
793,Malignant neoplasm of rectum,EFO:1000657,rectum cancer,EFO:1000657,Same,EFO:1000657,,True,True,
794,Malignant melanoma of skin,EFO:0000389,cutaneous melanoma,EFO:0000389,Same,EFO:0000389,,True,True,
795,Other septicaemia,HP:0100806,Sepsis,HP:0100806,Same,HP:0100806,,True,True,
796,Family history of malignant neoplasm,EFO:0009640,family history of cancer,EFO:0009640,Same,EFO:0009640,,True,True,
797,Abnormal findings on diagnostic imaging of other body structures,EFO:0009827,abnormal result of diagnostic imaging,EFO:0009827,Same,EFO:0009827,,True,True,
798,Symptoms and signs concerning food and fluid intake,EFO:0009825,sign or symptom concerning food and fluid intake,EFO:0009825,Same,EFO:0009825,,True,True,
799,Pregnancy examination and test,EFO:0009643,pregnancy test,EFO:0009643,Same,EFO:0009643,,True,True,
800,"Adverse effects, not elsewhere classified",EFO:0009658,adverse effect,EFO:0009658,Same,EFO:0009658,,True,True,
801,Injury of unspecified body region,EFO:0000546,injury,EFO:0000546,Same,EFO:0000546,,True,True,
802,"Dislocation, sprain and strain of joints and ligaments at neck level",EFO:0009582,sprain,EFO:0009476,Sibling,EFO:0009476,EFO:0000546,True,True,
803,Other general symptoms and signs,EFO:0003765,sign or symptom,EFO:0003765,Same,EFO:0003765,,True,True,
804,"Oedema, not elsewhere classified",EFO:0009373,edema,EFO:0009373,Same,EFO:0009373,,True,True,
805,Syncope and collapse,HP:0001279,Syncope,HP:0001279,Same,HP:0001279,,True,True,
806,Malaise and fatigue,EFO:0009641,malaise,HP:0012378 | EFO:0009641,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
807,Voice disturbances,EFO:0009692,voice disorders,EFO:0009692,Same,EFO:0009692,,True,True,
808,Other symptoms and signs involving the urinary system,HP:0011277,Abnormality of the urinary system physiology,HP:0000079,More Specific,HP:0000079,,True,True,
809,Other skin changes,HP:0000951,Abnormality of the skin,HP:0000951,Same,HP:0000951,,True,True,
810,Flatulence and related conditions,EFO:0009669,flatulence,EFO:0009669,Same,EFO:0009669,,True,True,
811,Ectopic pregnancy,HP:0031456,Ectopic pregnancy,HP:0031456,Same,HP:0031456,,True,True,
812,Other disorders of amniotic fluid and membranes,EFO:0009950,disease of extraembryonic membrane,HP:0001560,Unrelated,,,True,True,
813,"Antepartum haemorrhage, not elsewhere classified",HP:0025328,Antepartum hemorrhage,HP:0025328,Same,HP:0025328,,True,True,
814,False labour,EFO:0009639,Braxton-Hicks contractions,EFO:0009639,Same,EFO:0009639,,True,True,
815,Prolonged pregnancy,EFO:0009681,post term pregnancy,EFO:0009681,Same,EFO:0009681,,True,True,
816,Single spontaneous delivery,EFO:0009638,spontaneous labor and birth,EFO:0009638,Same,EFO:0009638,,True,True,
817,"Complications of the puerperium, not elsewhere classified",EFO:0009683,puerperal disorder,EFO:0009683,Same,EFO:0009683,,True,True,
818,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",EFO:0009682,pregnancy disorder,EFO:0009682,Same,EFO:0009682,,True,True,
819,Calculus of lower urinary tract,MONDO:0004828,lower urinary tract calculus,EFO:1001228,Unrelated,,,True,True,
820,"Neuromuscular dysfunction of bladder, not elsewhere classified",HP:0000011,Neurogenic bladder,HP:0000011,Same,HP:0000011,,True,True,
821,Other disorders of urethra,EFO:0009689,urethral disease,EFO:0009689,Same,EFO:0009689,,True,True,
822,Other disorders of urinary system,EFO:0009690,urinary system disease,EFO:0009690,Same,EFO:0009690,,True,True,
823,Hyperplasia of prostate,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
824,Other disorders of prostate,EFO:0009602,prostate disease,EFO:0009602,Same,EFO:0009602,,True,True,
825,Other disorders of breast,EFO:0009483,breast disease,EFO:0009483,Same,EFO:0009483,,True,True,
826,Erosion and ectropion of cervix uteri,HP:0030158,Cervical ectropion,EFO:1000862,Unrelated,,,True,True,
827,Other abnormal uterine and vaginal bleeding,HP:0001892,Abnormal bleeding,HP:0100608,Unrelated,,,True,True,
828,Other arthrosis,MONDO:0005178,osteoarthritis,EFO:0002506,Unrelated,,,True,True,
829,Other acquired deformities of limbs,HP:0040064,Abnormality of limbs,Orphanet:294944,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
830,Disorders of patella,EFO:0009665,disorder of patella,EFO:0009665,Same,EFO:0009665,,True,True,
831,Other disorders of muscle,MONDO:0003939,muscle tissue disorder,EFO:0002970,Sibling,EFO:0002970,EFO:0009676,True,True,
832,Other disorders of synovium and tendon,MONDO:0056799,synovium disorder,EFO:1001435,Unrelated,,,True,True,
833,Other enthesopathies,EFO:0009666,enthesopathy,EFO:0009666,Same,EFO:0009666,,True,True,
834,"Other soft tissue disorders, not elsewhere classified",EFO:0009470,soft tissue disease,EFO:0009470,Same,EFO:0009470,,True,True,
835,Other disorders of bone,EFO:0004260,bone disease,EFO:0004260,Same,EFO:0004260,,True,True,
836,Other disorders of cartilage,EFO:0005802,cartilage disease,EFO:0005802,Same,EFO:0005802,,True,True,
837,Other acquired deformities of musculoskeletal system and connective tissue,HP:0000924,Abnormality of the skeletal system,EFO:0009676 | EFO:1001986,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
838,Other epidermal thickening,HP:0011368,Epidermal thickening,HP:0011368,Same,HP:0011368,,True,True,
839,Embedded and impacted teeth,HP:0011079,Impacted tooth,HP:0011079,Same,HP:0011079,,True,True,
840,Other disorders of teeth and supporting structures,EFO:0010693,tooth-supporting structures disease,EFO:1001216,Sibling,EFO:1001216,EFO:1001047,True,True,
841,Stomatitis and related lesions,EFO:0009688,stomatitis,EFO:0009688,Same,EFO:0009688,,True,True,
842,Other diseases of anus and rectum,EFO:0000405,digestive system disease,EFO:0009660 | EFO:0009685,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
843,Other diseases of pancreas,EFO:0009605,pancreas disease,EFO:0009605,Same,EFO:0009605,,True,True,
844,Other diseases of digestive system,EFO:0000405,digestive system disease,EFO:0000405,Same,EFO:0000405,,True,True,
845,Acute pharyngitis,EFO:0009657,acute pharyngitis,EFO:0009657,Same,EFO:0009657,,True,True,
846,"Diseases of vocal cords and larynx, not elsewhere classified",EFO:0009673,laryngeal disease,EFO:0009673,Same,EFO:0009673,,True,True,
847,"Bronchitis, not specified as acute or chronic",EFO:0009661,bronchitis,EFO:0009661,Same,EFO:0009661,,True,True,
848,Pyothorax,EFO:0009680,pleural empyema,EFO:0009680,Same,EFO:0009680,,True,True,
849,"Pleural effusion, not elsewhere classified",EFO:0009637,pleural effusion,EFO:0009637,Same,EFO:0009637,,True,True,
850,"Respiratory failure, not elsewhere classified",EFO:0009686,respiratory failure,EFO:0009686,Same,EFO:0009686,,True,True,
851,Other diseases of pericardium,MONDO:0000474,pericardium disorder,EFO:0007427,More General,EFO:0007427,,True,True,
852,Other conduction disorders,MONDO:0000992,heart conduction disease,EFO:0005137,Unrelated,,,True,True,
853,Other cardiac arrhythmias,EFO:0004269,cardiac arrhythmia,EFO:0004269,Same,EFO:0004269,,True,True,
854,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",EFO:0009677,occlusion precerebral artery,EFO:0009677,Same,EFO:0009677,,True,True,
855,Other venous embolism and thrombosis,EFO:0004286,venous thromboembolism,EFO:0004286,Same,EFO:0004286,,True,True,
856,Other non-infective disorders of lymphatic vessels and lymph nodes,EFO:0007352,lymphatic system disease,EFO:0007352,Same,EFO:0007352,,True,True,
857,Other disorders of eyelid,EFO:0009547,eyelid disease,EFO:0009547,Same,EFO:0009547,,True,True,
858,Disorders of orbit,EFO:0009664,disease of orbital region,EFO:0009664,Same,EFO:0009664,,True,True,
859,Other disorders of conjunctiva,EFO:1000203,Conjunctival Disorder,EFO:1000203,Same,EFO:1000203,,True,True,
860,Other disorders of lens,EFO:0009674,lens disease,EFO:0009674,Same,EFO:0009674,,True,True,
861,Paralytic strabismus,EFO:0009678,paralytic strabismus,EFO:0009678,Same,EFO:0009678,,True,True,
862,Other strabismus,HP:0000486,Strabismus,HP:0000486,Same,HP:0000486,,True,True,
863,Other disorders of eye and adnexa,EFO:0009546,eye adnexa disease,EFO:0009546,Same,EFO:0009546,,True,True,
864,Other disorders of external ear,EFO:0009668,external ear disease,EFO:0009668,Same,EFO:0009668,,True,True,
865,Other disorders of Eustachian tube,EFO:0009667,eustachian tube disease,EFO:0009667,Same,EFO:0009667,,True,True,
866,Disorders of vestibular function,EFO:0009691,vestibular disease,EFO:0009691,Same,EFO:0009691,,True,True,
867,Other diseases of inner ear,EFO:0009672,inner ear disease,EFO:0009672,Same,EFO:0009672,,True,True,
868,Otalgia and effusion of ear,EFO:0004992,Otitis media,HP:0030766 | EFO:0007415,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
869,"Other disorders of ear, not elsewhere classified",MONDO:0021205,disorder of ear,EFO:1001455,Unrelated,,,True,True,
870,Other mononeuropathies,EFO:0009558,mononeuropathy,EFO:0009558,Same,EFO:0009558,,True,True,
871,Other polyneuropathies,EFO:0009562,polyneuropathy,EFO:0009562,Same,EFO:0009562,,True,True,
872,Paraplegia and tetraplegia,,,EFO:0009679 | EFO:0009684,Not Applicable,,,,,No prediction and/or no gold codes to compare.
873,Other disorders of brain,EFO:0005774,brain disease,EFO:0005774,Same,EFO:0005774,,True,True,
874,Other diseases of spinal cord,EFO:0009488,spinal cord disease,EFO:0009488,Same,EFO:0009488,,True,True,
875,Somatoform disorders,EFO:0009687,somatoform disorder,EFO:0009687,Same,EFO:0009687,,True,True,
876,Thyrotoxicosis [hyperthyroidism],EFO:0009190,Thyrotoxicosis,EFO:0009189,More Specific,EFO:0009189,,True,True,
877,"Other disorders of fluid, electrolyte and acid-base balance",MONDO:0041261,disorder of acid-base balance,HP:0001939,Unrelated,,,True,True,
878,Benign lipomatous neoplasm,MONDO:0044983,benign lipomatous neoplasm,EFO:0000759,More General,EFO:0000759,,True,True,
879,Melanocytic naevi,EFO:0009675,melanocytic nevus,EFO:0009675,Same,EFO:0009675,,True,True,
880,Benign neoplasm of other and unspecified endocrine glands,MONDO:0000627,benign endocrine neoplasm,EFO:0003769,More Specific,EFO:0003769,,True,True,
881,Benign neoplasm of other and unspecified sites,EFO:0002422,benign neoplasm,EFO:0002422,Same,EFO:0002422,,True,True,
882,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,EFO:0003868,mouth neoplasm,EFO:0008549,More Specific,EFO:0008549,,True,True,
883,Other aplastic anaemias,MONDO:0015909,aplastic anemia,HP:0001915,Unrelated,,,True,True,
884,Other diseases of blood and blood-forming organs,EFO:0005803,hematologic disease,EFO:0005803,Same,EFO:0005803,,True,True,
885,"Other disorders involving the immune mechanism, not elsewhere classified",EFO:0000540,immune system disease,EFO:0000540,Same,EFO:0000540,,True,True,
886,Other and unspecified types of non-Hodgkin's lymphoma,EFO:0005952,non-Hodgkins lymphoma,EFO:0005952,Same,EFO:0005952,,True,True,
887,Other disorders of adrenal gland,EFO:0005539,adrenal gland disease,EFO:0005539,Same,EFO:0005539,,True,True,
